day,hour,temperature,wind,sharedbikes
115,10,160,170,1298
115,11,170,200,1265
115,12,180,170,1734
115,13,195,130,1710
115,14,200,160,1663
115,15,200,190,1806
115,16,200,150,2428
115,17,205,170,4094
115,18,200,190,4000
115,19,200,185,2448
115,20,190,190,1743
115,21,185,150,1357
115,22,170,170,1167
115,23,160,185,856
116,0,150,150,434
116,1,145,130,237
116,2,140,130,190
116,3,140,90,132
116,4,140,110,82
116,5,135,160,145
116,6,135,180,660
116,7,145,190,2140
116,8,145,200,4137
116,9,150,170,2330
116,10,150,180,1200
116,11,150,185,1170
116,12,160,210,1741
116,13,165,205,1673
116,14,175,190,1163
116,15,185,160,1802
116,16,200,140,2454
116,17,200,180,3934
116,18,200,160,3444
116,19,200,140,2258
116,20,195,160,1618
116,21,190,90,1188
116,22,175,140,1024
116,23,155,195,810
117,0,145,195,260
117,1,140,210,130
117,2,130,220,57
117,3,130,210,31
117,4,125,195,26
117,5,115,160,106
117,6,130,180,525
117,7,130,190,1691
117,8,140,190,3867
117,9,150,200,2145
117,10,150,200,872
117,11,140,185,513
117,12,140,170,677
117,13,155,190,1058
117,14,165,215,1046
117,15,175,240,1327
117,16,180,280,1961
117,17,170,260,3840
117,18,170,305,3769
117,19,170,295,2356
117,20,140,170,1354
117,21,150,150,894
117,22,145,200,645
117,23,140,210,407
118,0,140,205,232
118,1,140,185,133
118,2,135,210,68
118,3,130,150,55
118,4,130,180,82
118,5,130,180,144
118,6,130,150,778
118,7,130,190,2484
118,8,140,190,4685
118,9,150,160,2265
118,10,160,150,1132
118,11,160,140,1205
118,12,165,160,1487
118,13,170,130,1544
118,14,175,150,1540
118,15,180,110,1696
118,16,190,100,2295
118,17,195,90,4102
118,18,195,35,4252
118,19,190,85,2702
118,20,185,130,1730
118,21,170,130,1296
118,22,155,110,943
118,23,150,65,622
119,0,155,80,331
119,1,150,90,228
119,2,140,90,120
119,3,140,100,62
119,4,140,110,60
119,5,140,110,164
119,6,155,170,733
119,7,160,170,2499
119,8,170,160,4568
119,9,185,160,2429
119,10,205,140,1287
119,11,210,180,1350
119,12,225,170,1737
119,13,225,210,1732
119,14,230,190,1618
119,15,235,230,1775
119,16,230,210,2414
119,17,220,220,4263
119,18,210,230,4215
119,19,205,205,2519
119,20,200,195,1762
119,21,190,140,1300
119,22,180,140,1074
119,23,170,160,700
120,0,160,150,113
120,1,160,160,150
120,2,150,160,110
120,3,150,160,99
120,4,140,120,77
120,5,140,120,131
120,6,150,120,743
120,7,165,110,2443
120,8,180,100,4543
120,9,195,120,2503
120,10,210,120,1339
120,11,215,120,1284
120,12,230,120,1690
120,13,230,140,1575
120,14,240,110,1607
120,15,245,140,1842
120,16,240,130,2419
120,17,240,120,4002
120,18,240,130,4092
120,19,230,190,2678
120,20,220,170,1951
120,21,205,170,1349
120,22,195,130,1144
120,23,185,140,789
121,0,180,120,481
121,1,170,90,255
121,2,160,80,212
121,3,160,100,79
121,4,160,90,86
121,5,160,70,138
121,6,175,80,648
121,7,180,80,2007
121,8,195,70,4009
121,9,205,65,2266
121,10,220,70,1377
121,11,230,130,1372
121,12,250,190,1770
121,13,260,200,1953
121,14,270,195,1880
121,15,260,280,2029
121,16,240,280,2598
121,17,220,260,3807
121,18,225,230,3312
121,19,220,220,2198
121,20,215,240,1505
121,21,200,210,1116
121,22,200,230,1041
121,23,190,240,880
122,0,170,185,338
122,1,170,170,162
122,2,170,185,78
122,3,160,140,62
122,4,150,85,55
122,5,150,120,154
122,6,155,90,725
122,7,170,80,2152
122,8,185,70,4393
122,9,200,65,2250
122,10,210,120,1219
122,11,225,150,1304
122,12,235,160,1562
122,13,240,190,1622
122,14,240,180,1589
122,15,245,160,1757
122,16,250,180,2546
122,17,255,150,4464
122,18,255,120,4727
122,19,250,100,2949
122,20,240,140,2025
122,21,215,160,1412
122,22,205,120,923
122,23,195,100,614
123,0,190,90,337
123,1,185,70,183
123,2,175,80,101
123,3,170,90,65
123,4,160,90,58
123,5,160,65,167
123,6,180,30,840
123,7,195,50,2772
123,8,215,100,4829
123,9,235,110,2496
123,10,245,140,1445
123,11,260,140,1325
123,12,270,110,1657
123,13,285,130,1845
123,14,290,150,1783
123,15,285,205,2031
123,16,285,260,2720
123,17,270,250,4657
123,18,255,300,4930
123,19,235,240,3218
123,20,220,260,2334
123,21,210,230,1591
123,22,200,220,1233
123,23,195,165,709
124,0,200,205,413
124,1,200,175,218
124,2,200,110,138
124,3,205,160,74
124,4,200,120,71
124,5,200,75,168
124,6,205,70,883
124,7,220,120,2736
124,8,245,170,4779
124,9,270,200,2543
124,10,300,200,1299
124,11,330,220,1374
124,12,320,195,1654
124,13,315,210,1753
124,14,330,180,1710
124,15,335,220,1904
124,16,335,210,2575
124,17,340,205,4617
124,18,340,205,4604
124,19,335,140,2883
124,20,315,175,2061
124,21,295,215,1859
124,22,275,180,1376
124,23,260,195,949
125,0,245,205,140
125,1,235,170,48
125,2,215,210,100
125,3,195,180,114
125,4,185,185,105
125,5,190,130,158
125,6,195,130,779
125,7,205,120,2572
125,8,220,70,4641
125,9,230,150,2469
125,10,220,130,1295
125,11,220,85,918
125,12,240,65,1510
125,13,240,120,1614
125,14,255,90,1594
125,15,260,130,1759
125,16,260,185,2412
125,17,245,185,4193
125,18,250,205,4084
125,19,225,230,2605
125,20,215,170,1888
125,21,210,190,1453
125,22,205,185,1026
125,23,190,130,785
126,0,180,130,159
126,1,175,100,279
126,2,170,65,173
126,3,160,50,121
126,4,160,60,106
126,5,155,60,157
126,6,165,110,668
126,7,180,140,2226
126,8,195,130,4412
126,9,200,150,2515
126,10,215,140,1453
126,11,225,130,1545
126,12,240,160,1911
126,13,240,185,1960
126,14,245,240,2000
126,15,230,280,2080
126,16,225,290,2757
126,17,220,270,4191
126,18,220,260,3656
126,19,210,305,2388
126,20,200,280,1787
126,21,195,230,1335
126,22,190,185,1020
126,23,185,240,712
127,0,170,160,401
127,1,160,180,167
127,2,160,140,94
127,3,150,110,70
127,4,145,110,56
127,5,140,130,158
127,6,145,110,746
127,7,165,110,2364
127,8,175,130,4549
127,9,190,180,2251
127,10,195,210,1259
127,11,205,170,1272
127,12,215,205,1536
127,13,220,170,1619
127,14,225,180,1482
127,15,230,200,1813
127,16,230,195,2469
127,17,230,180,4501
127,18,225,185,4470
127,19,215,180,2845
127,20,205,160,1839
127,21,195,130,1270
127,22,190,110,800
127,23,175,80,589
128,0,170,65,322
128,1,170,50,187
128,2,175,65,129
128,3,180,75,68
128,4,165,70,49
128,5,170,110,159
128,6,170,150,798
128,7,190,160,2589
128,8,195,130,4867
128,9,190,195,2309
128,10,200,195,1217
128,11,215,285,1085
128,12,225,270,1437
128,13,225,320,1492
128,14,225,305,1454
128,15,230,330,1682
128,16,225,305,2344
128,17,220,300,4351
128,18,215,285,4346
128,19,205,350,2709
128,20,195,325,1768
128,21,180,300,1150
128,22,170,285,832
128,23,165,240,564
129,0,160,230,345
129,1,160,230,156
129,2,160,270,88
129,3,155,230,49
129,4,160,250,50
129,5,160,260,101
129,6,155,260,716
129,7,155,260,2471
129,8,170,220,4702
129,9,175,250,2457
129,10,190,280,1242
129,11,190,290,1209
129,12,200,225,1346
129,13,195,175,1289
129,14,195,260,1451
129,15,200,250,1749
129,16,195,295,2839
129,17,200,300,5560
129,18,200,260,4721
129,19,200,240,3313
129,20,190,195,2243
129,21,180,170,1614
129,22,170,160,1143
129,23,160,160,849
130,0,160,140,400
130,1,155,140,212
130,2,140,150,111
130,3,140,185,81
130,4,140,180,76
130,5,130,170,269
130,6,130,160,1724
130,7,135,170,5309
130,8,145,190,7531
130,9,150,160,4832
130,10,165,100,2760
130,11,180,85,2627
130,12,190,90,2778
130,13,195,110,3109
130,14,210,100,3231
130,15,220,90,4076
130,16,230,110,6033
130,17,230,110,7860
130,18,225,130,6913
130,19,220,70,4654
130,20,220,65,3156
130,21,195,120,2179
130,22,185,160,1545
130,23,180,130,1038
131,0,170,170,582
131,1,165,150,271
131,2,160,120,153
131,3,150,90,74
131,4,150,80,69
131,5,150,65,132
131,6,160,90,718
131,7,175,90,2394
131,8,195,100,4496
131,9,205,120,2640
131,10,220,130,1606
131,11,230,140,1623
131,12,240,150,2098
131,13,250,170,2088
131,14,255,150,2188
131,15,260,140,2391
131,16,260,180,3122
131,17,255,180,4453
131,18,245,150,3836
131,19,240,150,2728
131,20,230,130,1776
131,21,225,100,1419
131,22,210,110,1065
131,23,200,130,857
132,0,180,190,343
132,1,180,170,183
132,2,180,170,110
132,3,175,160,53
132,4,180,150,66
132,5,180,100,130
132,7,175,160,1364
132,8,170,160,2696
132,9,175,150,1335
132,10,180,130,766
132,11,190,180,834
132,12,190,200,929
132,13,200,220,1044
132,14,205,260,1175
132,15,210,240,1303
132,16,210,250,1912
132,17,210,240,3793
132,18,200,280,3620
132,19,200,210,2172
132,20,200,210,1282
132,21,190,240,792
132,22,190,265,628
132,23,190,275,390
133,0,190,260,276
133,1,190,200,157
133,2,185,190,132
133,3,180,200,73
133,4,180,180,65
133,5,180,195,132
133,6,175,170,727
133,7,180,150,2520
133,8,180,150,4600
133,9,190,180,2419
133,10,190,160,1123
133,11,190,120,1125
133,12,200,160,1493
133,13,200,160,1549
133,14,210,170,1508
133,15,210,180,1601
133,16,215,160,2169
133,17,220,150,4265
133,18,220,160,4218
133,19,215,120,1985
133,20,190,110,1125
133,21,190,80,915
133,22,190,120,656
133,23,190,110,515
134,0,180,130,304
134,1,180,120,206
134,2,180,130,91
134,3,180,130,67
134,4,180,120,47
134,5,180,100,122
134,6,180,120,664
134,7,185,130,1800
134,8,190,110,3423
134,9,195,130,2041
134,10,215,160,1099
134,11,190,170,1085
134,12,185,190,1427
134,13,185,150,1595
134,14,195,120,1478
134,15,210,150,1739
134,16,220,120,2322
134,17,220,120,4188
134,18,220,85,4037
134,19,220,90,2445
134,20,215,80,1715
134,21,210,75,1188
134,22,205,70,861
134,23,195,80,630
135,0,180,70,374
135,1,170,60,207
135,2,180,115,149
135,3,180,200,88
135,4,180,190,91
135,5,180,175,129
135,6,180,160,774
135,7,185,205,2445
135,8,190,250,4686
135,9,205,280,2567
135,10,200,295,1295
135,11,220,260,1277
135,12,220,250,1704
135,13,220,270,1651
135,14,235,240,1603
135,15,235,250,1870
135,16,230,270,2429
135,17,210,270,4319
135,18,210,285,4375
135,19,205,270,2654
135,20,200,295,1800
135,21,190,285,1127
135,22,190,235,919
135,23,185,110,773
136,0,180,110,445
136,1,180,90,265
136,2,170,75,170
136,3,170,60,101
136,4,170,80,98
136,5,170,120,154
136,6,185,220,693
136,7,200,230,2102
136,8,205,220,4204
136,9,210,230,2321
136,10,220,205,1318
136,11,225,250,1387
136,12,235,250,1781
136,13,240,300,1915
136,14,245,295,1882
136,15,240,305,2020
136,16,230,280,2621
136,17,220,240,4115
136,18,220,210,3512
136,19,215,210,2278
136,20,205,195,1737
136,21,195,195,1300
136,22,190,205,1043
136,23,185,215,1043
137,0,180,90,387
137,1,175,50,201
137,2,170,55,143
137,3,170,65,97
137,4,170,55,66
137,5,170,50,129
137,6,180,65,716
137,7,180,70,1834
137,8,175,75,2418
137,9,170,75,1921
137,10,175,80,982
137,11,195,80,982
137,12,210,130,1412
137,16,230,250,2269
137,17,230,240,4223
137,18,220,230,3880
137,19,210,230,2134
137,20,210,195,1406
137,21,205,240,952
137,22,200,250,589
137,23,195,230,422
138,0,185,315,265
138,1,170,220,145
138,2,170,230,86
138,3,160,185,58
138,4,160,170,48
138,5,160,180,150
138,6,160,185,819
138,7,175,195,2455
138,8,190,240,4618
138,9,195,240,2572
138,10,215,200,1345
138,11,225,185,1359
138,12,240,250,1714
138,13,245,210,1741
138,14,255,210,1629
138,15,245,260,1816
138,16,250,270,2577
138,17,245,290,4666
138,18,235,280,4753
138,19,225,260,2841
138,20,210,215,2000
138,21,200,185,1458
138,22,190,200,963
138,23,190,200,618
139,0,185,150,358
139,1,175,140,179
139,2,170,150,124
139,3,165,130,93
139,4,160,100,57
139,5,160,90,161
139,6,170,130,804
139,7,185,160,2574
139,8,190,205,4654
139,9,205,195,2492
139,10,210,195,1267
139,11,220,210,1268
139,12,225,230,1666
139,13,225,240,1709
139,14,215,240,1637
139,15,215,280,1537
139,16,190,240,2080
139,17,200,190,4148
139,18,210,160,4307
139,19,205,150,2393
139,20,195,170,1692
139,21,190,160,1187
139,22,190,155,898
139,23,185,190,630
140,0,175,140,313
140,1,165,160,177
140,2,155,100,102
140,3,145,110,88
140,4,140,130,70
140,5,135,140,154
140,6,140,140,795
140,7,150,130,2491
140,8,165,140,4536
140,9,170,140,2389
140,10,180,140,1357
140,11,185,140,1277
140,12,200,140,1716
140,13,205,150,1857
140,14,215,180,1781
140,15,210,170,1738
140,16,210,185,2467
140,17,215,150,4242
140,18,210,140,4079
140,19,210,140,2594
140,20,200,130,1783
140,21,200,80,1308
140,22,190,110,1014
140,23,190,70,764
141,0,185,80,433
141,1,180,75,268
141,2,175,60,156
141,3,170,55,113
141,4,170,60,70
141,5,170,65,143
141,6,170,85,679
141,7,165,110,1957
141,8,170,110,3524
141,9,170,100,1760
141,10,170,80,703
141,11,165,70,344
141,12,160,75,338
141,13,160,130,295
141,14,150,190,293
141,15,150,195,243
141,16,140,140,269
141,17,140,170,907
141,18,140,190,1490
141,19,145,160,674
141,20,140,150,367
141,21,140,150,407
141,22,140,140,398
141,23,140,110,203
142,0,160,240,211
142,1,160,230,122
142,2,160,230,78
142,3,160,220,33
142,4,160,260,46
142,5,160,270,108
142,6,165,260,635
142,7,170,260,1935
142,8,175,305,3834
142,9,170,300,1892
142,10,190,240,1016
142,11,190,305,948
142,12,205,270,1312
142,13,205,330,1479
142,14,210,320,1344
142,15,200,370,1494
142,16,195,350,2001
142,17,190,305,3881
142,18,190,310,3903
142,19,180,310,2271
142,20,180,280,1413
142,21,170,280,888
142,22,160,260,646
142,23,160,265,414
143,0,160,285,259
143,1,160,310,175
143,2,155,305,94
143,3,150,270,64
143,4,150,260,51
143,5,150,295,139
143,6,140,220,799
143,7,155,270,2414
143,8,165,330,4471
143,9,170,340,2124
143,10,175,315,1119
143,11,185,340,1165
143,12,190,325,1541
143,13,195,370,1472
143,14,200,290,1553
143,15,200,280,1642
143,16,200,310,2181
143,17,200,280,4090
143,18,190,255,4200
143,19,180,270,2527
143,20,170,205,1613
143,21,160,160,1100
143,22,160,200,774
143,23,150,200,534
144,0,145,205,270
144,1,140,195,146
144,2,130,200,102
144,3,125,180,60
144,4,120,190,50
144,5,120,195,137
144,6,120,170,764
144,7,135,190,2355
144,8,145,205,4457
144,9,160,220,2271
144,10,165,210,1256
144,11,175,240,1247
144,12,180,215,1564
144,13,180,190,1666
144,14,185,220,1522
144,15,190,200,1785
144,16,190,190,2222
144,17,190,195,4029
144,18,180,220,4023
144,19,180,185,2627
144,20,170,215,1652
144,21,160,160,1159
144,22,160,170,778
144,23,155,160,619
145,0,150,140,318
145,1,150,140,178
145,2,150,150,121
145,3,140,150,46
145,4,140,150,58
145,5,130,140,142
145,6,130,120,730
145,7,140,175,2330
145,8,150,190,4268
145,9,155,205,2321
145,10,160,180,1218
145,11,165,195,1075
145,12,170,190,1587
145,13,170,190,1581
145,14,180,190,1558
145,15,190,140,1719
145,16,190,150,2314
145,17,180,140,3820
145,18,180,130,3771
145,19,180,90,2583
145,20,170,150,1657
145,21,160,120,1189
145,22,150,90,899
145,23,145,50,662
146,0,140,60,472
146,1,140,30,253
146,2,130,50,173
146,3,120,60,107
146,4,115,60,93
146,5,110,60,139
146,6,115,40,639
146,7,135,60,2021
146,8,155,60,3874
146,9,160,70,2367
146,10,185,75,1351
146,11,185,65,1289
146,12,210,120,1643
146,13,205,80,1894
146,14,210,65,1798
146,15,215,110,1920
146,16,215,130,2574
146,17,210,100,3993
146,18,205,120,3275
146,19,200,140,2260
146,20,190,130,1597
146,21,180,110,1188
146,22,175,90,920
146,23,165,80,835
147,0,180,200,376
147,1,180,75,215
147,2,180,90,125
147,3,175,60,57
147,4,180,50,73
147,5,180,85,153
147,6,185,160,618
147,7,190,200,2034
147,8,200,185,4042
147,9,210,240,2193
147,10,220,220,1234
147,11,225,230,1204
147,12,230,250,1497
147,13,240,260,1595
147,14,230,270,1658
147,15,225,260,1775
147,16,210,240,2297
147,17,205,205,4179
147,18,200,210,3893
147,19,195,180,2465
147,20,190,160,1526
147,21,185,130,1061
147,22,170,120,700
147,23,175,150,432
148,0,170,140,231
148,1,170,160,167
148,2,170,180,104
148,3,165,140,65
148,4,160,190,71
148,5,150,150,159
148,6,150,170,791
148,7,165,230,2358
148,8,175,250,4611
148,9,185,305,2224
148,10,205,295,1331
148,11,210,270,1246
148,12,195,270,1661
148,13,200,260,1681
148,14,205,270,1528
148,15,210,305,1797
148,16,215,250,2297
148,17,210,290,4364
148,18,200,260,4297
148,19,195,260,2587
148,20,180,280,1718
148,21,170,200,1077
148,22,170,205,738
148,23,160,170,541
149,0,160,120,304
149,1,160,110,186
149,2,160,100,82
149,3,160,90,61
149,4,160,90,50
149,5,160,110,143
149,6,160,130,734
149,7,170,90,2335
149,8,175,100,4436
149,9,190,80,2287
149,10,200,120,1235
149,11,210,130,1304
149,12,215,130,1680
149,13,210,120,1578
149,14,210,160,1638
149,15,210,150,1798
149,16,215,150,2886
149,17,210,120,3953
149,18,195,170,4106
149,19,190,120,2816
149,20,180,80,1895
149,21,170,50,1264
149,22,170,65,1221
149,23,170,70,778
150,0,175,75,430
150,1,170,75,180
150,2,175,110,105
150,3,170,130,60
150,4,180,100,55
150,5,170,110,266
150,6,180,110,1758
150,7,180,100,4793
150,8,190,120,6585
150,9,185,175,3859
150,10,200,195,2234
150,11,200,170,2140
150,12,205,185,2317
150,13,225,195,2598
150,14,230,190,2829
150,15,230,200,3632
150,16,230,195,5112
150,17,225,175,7208
150,18,215,200,6394
150,19,200,195,4384
150,20,195,180,2652
150,21,185,130,1662
150,22,180,130,1187
150,23,170,130,1028
151,0,165,110,518
151,1,160,90,248
151,2,155,65,150
151,3,150,65,86
151,4,145,55,67
151,5,145,50,140
151,6,150,40,712
151,7,160,50,2051
151,8,185,60,4098
151,9,195,50,2410
151,10,210,70,1468
151,11,215,75,1535
151,12,230,60,1818
151,13,230,75,1919
151,14,230,65,1991
151,15,240,55,2139
151,16,250,70,2835
151,17,250,90,4300
151,18,240,65,3708
151,19,230,110,2488
151,20,210,185,1720
151,21,185,240,1170
151,22,180,195,995
151,23,175,160,920
152,0,185,175,377
152,1,180,195,171
152,2,180,175,106
152,3,180,170,59
152,4,180,170,63
152,5,180,180,139
152,6,185,190,654
152,7,190,150,2068
152,8,200,150,4109
152,9,205,170,2155
152,10,220,170,1217
152,11,220,195,1175
152,12,235,150,1485
152,13,230,195,1573
152,14,230,195,1477
152,15,235,210,1402
152,16,220,280,2222
152,17,220,240,4269
152,18,210,215,4165
152,19,210,180,2501
152,20,205,170,1689
152,21,200,150,1065
152,22,190,130,700
152,23,190,140,494
153,0,185,130,330
153,1,180,120,197
153,2,175,110,110
153,3,170,110,59
153,4,165,90,50
153,5,160,65,137
153,6,160,50,798
153,7,160,30,2365
153,8,165,60,4384
153,9,170,50,2274
153,10,175,30,1283
153,11,190,60,1210
153,12,195,60,1555
153,13,205,50,1749
153,14,210,55,1717
153,15,210,70,1922
153,16,210,65,2414
153,17,200,90,3768
153,18,200,90,3495
153,19,190,90,1764
153,20,185,85,969
153,21,180,65,718
153,22,180,70,593
153,23,175,90,457
154,0,170,90,260
154,1,170,90,176
154,2,170,70,70
154,3,160,90,45
154,4,160,80,55
154,5,160,80,133
154,6,160,70,693
154,7,160,100,2168
154,8,170,120,4282
154,9,175,150,2140
154,10,185,185,1150
154,11,200,250,1251
154,12,205,250,1632
154,13,210,215,1770
154,14,210,230,1643
154,15,210,220,1782
154,16,210,210,2185
154,17,210,250,4278
154,18,210,230,4122
154,19,200,215,2534
154,20,200,230,1609
154,21,190,240,1138
154,22,180,180,854
154,23,175,180,578
155,0,170,160,114
155,1,170,175,30
155,2,170,180,80
155,3,170,170,63
155,4,170,120,58
155,5,170,100,155
155,6,180,145,656
155,7,180,200,1841
155,8,190,240,3923
155,9,200,200,2183
155,10,200,170,1204
155,11,205,170,924
155,12,190,205,280
155,13,190,210,150
155,14,190,160,245
155,15,195,180,732
155,16,210,160,1515
155,17,210,160,2992
155,18,210,130,3238
155,19,205,90,2157
155,20,200,90,1243
155,21,190,65,861
155,22,190,60,739
155,23,190,95,591
156,0,190,65,365
156,1,180,50,242
156,2,190,40,172
156,3,190,0,100
156,4,185,65,77
156,5,190,50,133
156,6,190,50,562
156,7,190,90,1760
156,8,190,140,3528
156,9,200,160,2092
156,10,215,200,1132
156,11,210,190,1205
156,12,215,205,1492
156,13,220,230,1661
156,14,210,195,1438
156,15,200,190,1234
156,16,200,185,1159
156,17,180,185,2015
156,18,170,140,1915
156,19,170,130,1228
156,20,170,120,487
156,21,170,120,431
156,22,170,100,475
156,23,170,110,516
157,0,160,75,272
157,1,160,50,188
157,2,160,40,133
157,3,155,55,69
157,4,145,55,65
157,5,140,50,139
157,6,140,65,671
157,7,140,30,2120
157,8,155,80,4155
157,9,170,120,2098
157,10,180,110,1160
157,11,190,120,1174
157,12,195,130,1585
157,13,200,130,1725
157,14,200,160,1621
157,15,200,130,1785
157,16,210,110,2343
157,17,210,120,4263
157,18,200,150,4145
157,19,200,120,2474
157,20,195,110,1432
157,21,190,90,918
157,22,190,110,663
157,23,190,110,497
158,0,180,90,247
158,1,180,80,169
158,2,175,120,89
158,3,170,150,69
158,4,170,140,69
158,5,165,140,140
158,6,165,140,728
158,7,160,150,2302
158,8,160,150,4418
158,9,165,160,2135
158,10,160,180,1100
158,11,170,195,1151
158,12,175,200,1475
158,13,180,205,1453
158,14,185,200,1451
158,15,190,200,1527
158,16,190,220,2090
158,17,190,220,4065
158,18,190,160,3870
158,19,190,190,2314
158,20,180,175,1417
158,21,180,110,1031
158,22,180,150,735
158,23,180,150,485
159,0,175,140,294
159,1,170,140,138
159,2,165,130,93
159,3,160,130,55
159,4,160,130,68
159,5,150,120,155
159,6,150,130,771
159,7,165,150,2319
159,8,175,140,4502
159,9,190,175,2225
159,10,200,180,1218
159,11,210,170,1217
159,12,210,160,1557
159,13,210,170,1611
159,14,210,195,1540
159,15,210,220,1554
159,16,200,220,2069
159,17,190,200,3927
159,18,185,170,2813
159,19,170,130,1519
159,20,170,110,1008
159,21,160,130,481
159,22,160,100,297
159,23,160,80,209
160,0,160,100,187
160,1,160,100,109
160,2,160,110,80
160,3,165,110,49
160,4,170,100,59
160,5,170,100,134
160,6,170,70,644
160,7,180,85,1983
160,8,180,110,4002
160,9,190,170,2217
160,10,190,140,1092
160,11,200,130,1106
160,12,210,140,1406
160,13,210,190,1528
160,14,210,140,1376
160,15,215,190,1628
160,16,215,195,1944
160,17,210,195,3305
160,18,210,150,3600
160,19,200,170,2276
160,20,200,170,1408
160,21,200,160,964
160,22,195,130,781
160,23,200,160,676
161,0,200,150,383
161,1,190,170,248
161,2,190,120,139
161,3,190,140,103
161,4,190,130,81
161,5,190,100,134
161,6,190,100,630
161,7,195,90,1886
161,8,205,110,3879
161,9,220,140,2185
161,10,225,160,1241
161,11,240,205,1327
161,12,250,170,1600
161,13,260,220,1714
161,14,255,230,1715
161,15,260,220,1862
161,16,255,220,2494
161,17,260,200,3950
161,18,250,160,3525
161,19,240,120,2321
161,20,225,100,1607
161,21,220,80,1079
161,22,205,90,912
161,23,200,70,867
162,0,150,65,287
162,1,150,50,152
162,2,145,80,120
162,3,150,75,71
162,4,145,75,58
162,5,150,100,141
162,6,150,70,536
162,7,150,80,1417
162,8,160,110,3077
162,9,160,195,787
162,10,150,160,187
162,11,155,90,303
162,12,165,140,610
162,13,170,160,765
162,14,180,140,672
162,15,170,120,601
162,16,170,140,728
162,17,160,160,1802
162,18,170,150,2141
162,19,170,190,1183
162,20,160,185,639
162,21,160,215,427
162,22,155,230,393
162,23,155,230,303
163,0,150,220,156
163,1,150,230,143
163,2,150,230,63
163,3,145,200,39
163,4,140,205,43
163,5,130,185,140
163,6,130,170,720
163,7,135,180,2291
163,8,155,170,4440
163,9,165,195,2327
163,10,175,220,1213
163,11,180,240,1070
163,12,175,200,1008
163,13,155,165,314
163,14,155,170,377
163,15,160,180,792
163,16,170,170,1246
163,17,190,175,3000
163,18,195,240,3348
163,19,185,240,2158
163,20,180,240,1246
163,21,180,240,834
163,22,170,170,727
163,23,170,190,457
164,0,170,180,228
164,1,170,110,129
164,2,180,140,79
164,3,180,210,52
164,4,185,220,58
164,5,185,260,107
164,6,190,250,661
164,7,190,250,1981
164,8,190,270,3629
164,9,190,250,930
164,10,185,220,599
164,11,180,140,270
164,12,200,310,568
164,13,205,285,371
164,14,200,330,319
164,15,190,240,472
164,16,180,205,1240
164,17,190,230,3115
164,18,190,240,3327
164,19,180,220,2189
164,20,170,205,1322
164,21,160,170,842
164,22,160,170,745
164,23,160,170,505
165,0,155,150,285
165,1,155,140,192
165,2,160,150,89
165,3,150,140,70
165,4,155,140,70
165,5,150,120,119
165,6,150,140,685
165,7,160,150,2028
165,8,165,140,3846
165,9,170,195,1540
165,10,175,240,999
165,11,180,250,949
165,12,185,280,1309
165,13,190,240,1476
165,14,190,230,1392
165,15,200,260,1502
165,16,195,240,2043
165,17,190,240,3540
165,18,185,150,3158
165,19,160,165,1810
165,20,155,100,1245
165,21,150,90,882
165,22,150,120,713
165,23,150,130,586
166,0,150,120,393
166,1,145,110,223
166,2,140,80,146
166,3,135,110,75
166,4,130,100,77
166,5,130,80,121
166,6,125,80,621
166,7,135,100,1806
166,8,155,130,3486
166,9,175,185,2027
166,10,180,185,1163
166,11,195,205,1375
166,12,200,210,1733
166,13,200,250,1778
166,14,200,195,1712
166,15,200,220,1847
166,16,210,225,2341
166,17,210,220,3438
166,18,200,210,2965
166,19,190,230,1959
166,20,175,170,1339
166,21,170,160,870
166,22,160,110,760
166,23,160,110,695
167,0,150,100,235
167,1,150,110,156
167,2,150,120,127
167,3,150,100,62
167,4,150,80,79
167,5,150,110,116
167,6,150,100,560
167,7,150,140,1878
167,8,150,110,3658
167,9,155,130,1716
167,10,155,110,606
167,11,155,120,430
167,12,160,70,919
167,13,165,90,1075
167,14,165,90,1066
167,15,175,100,1286
167,16,175,70,1703
167,17,185,75,3236
167,18,155,140,2175
167,19,150,70,1877
167,20,150,60,1021
167,21,140,60,723
167,22,140,60,510
167,23,140,65,342
168,0,140,65,195
168,1,130,70,103
168,2,130,55,108
168,3,125,75,46
168,4,120,80,39
168,5,115,90,120
168,6,115,90,674
168,7,120,100,2086
168,8,130,110,4271
168,9,145,100,2166
168,10,155,110,1054
168,11,155,150,1018
168,12,170,130,1288
168,13,175,120,1436
168,14,175,100,1252
168,15,175,190,1362
168,16,170,150,1851
168,17,170,80,3247
168,18,170,65,3597
168,19,165,110,1743
168,20,150,80,1147
168,21,145,95,540
168,22,140,130,472
168,23,140,110,365
169,0,140,80,195
169,1,140,100,121
169,2,130,130,83
169,3,125,100,39
169,4,120,120,42
169,5,115,130,133
169,6,110,90,720
169,7,120,150,2289
169,8,130,150,4324
169,9,140,200,2214
169,10,140,160,1080
169,11,145,180,953
169,12,150,160,1310
169,13,160,140,1421
169,14,155,90,1382
169,15,160,70,1395
169,16,170,170,1910
169,17,155,160,3430
169,18,150,100,3075
169,19,140,180,1855
169,20,135,90,1086
169,21,140,110,773
169,22,140,130,614
169,23,135,120,506
170,0,130,100,111
170,1,120,80,150
170,2,130,120,109
170,3,125,120,74
170,4,130,140,53
170,5,125,130,131
170,6,130,110,655
170,7,130,130,1995
170,8,130,140,3964
170,9,140,150,2063
170,10,155,140,1068
170,11,150,170,1090
170,12,160,190,1410
170,13,160,160,1393
